<title>對庭梅 五言絶句</title>,<text>畵梅雖盡妙。不似活梅眞。一點生生意。猶含陋巷春。</text>
<title>過龍淵祠遺墟</title>,<text>水麗山明特地奇。龍淵當日有賢祠。翹英海曲名猶在。報祀雲仍事亦宜。衰世是非元不定。華榱制度已無遺。只今廢址淸江上。空使行人起歎咨。</text>
<title>三月十四日夜偶吟</title>,<text>中夜無眠雨打柴。滿腔愁緖苦難排。家貧每嘆操空手。女病遙憐困弱骸。涸轍呼人窮鮒態。慈天舐犢老牛懷。此生堪憫還堪笑。萬事塵寰幻夢皆。</text>
<title>解前篇</title>,<text>滿庭蓬藋掩荊柴。幽憫憑詩強遣排。鏡裡雪霜憐鬢髮。樽前土木任形骸。春華過去那留眼。秋葉飄零不掛懷。跖富顔仁難幷得。樂貧安分哲人皆。</text>
<title>旣以自慰。而不覺愁緖又生。更疊前韻。</title>,<text>狂如點牧愚如柴。愁憫塡胸又未排。子美吟成思病女。楊雄賦就惱貧骸。飢爲烈火能銷肉。愛作因緣自係懷。强欲忘憂忘不得。竆途抱慽昔贒皆。</text>
<title>獨居</title>,<text>獨居無事少歡情。四壁蕭然一味淸。敝簟破牕眠復坐。朝暾夕照送還迎。卷中籤散塵常滿。階上筇稀草半生。炊絶老妻頻告急。沉吟不語對前楹。</text>
<title>端午日</title>,<text>科頭盤膝坐竆村。底事悽然默不言。三日先庚皆筭甕。一年重午獨關門。愁看風雨黃昏至。悵望來牟翠浪翻。排憫欲憑書史力。病眸無奈更惽惽。</text>
<title>食麥</title>,<text>絞腸日日不堪飢。走取新牟供晩炊。刈恐歸遲那揀穗。舂嫌米少却留皮。飯成芒刺能針舌。粥就深靑可染絲。猶且喫來甘似蜜。妻孥相對展愁眉。</text>
<title>霖雨有感</title>,<text>極備極無揔是灾。書生活計儘堪咍。麥田數畒川漂去。茅屋三間雨破來。夜榻呼兒移濕簟。晩厨看婢撥寒灰。自是貧窮吾分劑。不妨摸取八詩裁。</text>
<title>憫涸轍</title>,<text>歲飢無賴又家貧。老境生涯足苦辛。竹塢淸風偏氣色。梅牕明月只精神。那堪門外徵租吏。不見墻頭送酒人。悵望西江江水遠。誰憐涸轍有窮鱗。</text>
<title>詈懶奴</title>,<text>癡敱無能一懶蟲。只憂㐫歲腹難充。樵蹊伴鹿眠閒草。城市飛烏趁晩風。拱臂來依朝廐下。垂頭坐對夕厨中。時時㤪望逢呵責。猶自昏迷不反躬。</text>
<title>解詈</title>,<text>休言懶僕不輸誠。失此還同失杖盲。也在猶能供使喚。若無誰復代樵耕。弊衣穿絮膚常凍。稀粥傾盂腹未盈。吾自難堪渠豈耐。逢呵㤪望亦人情。</text>
<title>入紫玉洞中</title>,<text>弊弊衣冠瘦瘦騧。風吹雪鬢白鬖髿。寒程跋涉愁難耐。衰骨凌兢病轉加。行負吾心還自笑。動招人口儘堪嗟。溪臺漸近躊躇久。却怕山間路險斜。</text>
<title>府伯送新曆。與器彦拈古人韻。各成二首。</title>,<text>堯蓂一葉落寒林。客裏偏驚歲色深。赤虎噓來爐上火。靑牛載去海中金。容成改造軒轅紀。伶律催迴太簇音。送舊迎新多感慨。不堪愁緖滿幽襟。新蓂來自古雞林。節序中間較淺深。何日淸明餐禁火。底時芒種麥垂金。朔旬餘分推成閏。年月干支換納音。但覺光陰催這裡。悄然看過坐披襟。</text>
<title>雪後感興</title>,<text>夜來風雪轉凄凄。朝起開牎四望迷。竹老葉擎銀鳳睡。松寒枝壓玉龍低。乾坤浩浩端倪合。山野茫茫遠近齋。飢鳥啾啾無所啄。巢傾何處可移棲。</text>
<title>軒前種蒲萄。四五年後。極盛而枯死。昨年始於故根。生出新蔓。結得數顆。至今年繁盛。未及濃熟。羣鷄聚啄。無一存者。良可咄嘆。</title>,<text>手種蒲萄對小軒。中間枯死只留根。重萌去歲開花少。更茁今年結顆繁。滿架競垂誇遠客。待時將摘慰兒孫。一朝盡被鷄羣啄。抱蔓空餘綠葉存。</text>
<title>聞鶴城李士晦光熹遽作古人。不耐隣篴之感。夜卧偶吟 二首。</title>,<text>丱角相逢到白頭。幾經滄海變桑疇。騷壇同苦前生事。酒席交歡昔夢遊。南路客過無舊主。北印人散有新丘。老夫社日還停飮。不欲聾開聽虀謳。思君因憶朴兄家。三世箕裘等幻花。螟祝露晞那忍說。蚌沉珠在亦堪嗟。薄雲高義吾猶恃。駕鶴仙蹤子已賖。感古悲今無限痛。老懷還覺一層加。</text>
<title>六戒</title>,<text>操心有則目司明。非禮相干害亦生。鵝眼閱旹難保潔。蛾眉對處易牽情。玄花彩動紅塵過。紫石光搖白刃迎。到底若無眞見得。縱饒能視不如盲。右目戒酬酢話言耳貴聰。聽來邪正固難同。楚咻爭聒忘齊語。鄭奏交騰亂國風。貪浪送聲萌鄙吝。獰飈動響損和冲。倘於這裡無分別。縱是能聞不若聾。右耳戒衛躬持物手能任。取舍中間有酌斟。拯溺救焚功則大。操戈入室罪還深。怕因纖芥時擠穽。羞過廛居晝攫金。動指若探非理事。不如高拱保身心。右手戒一身運動足爲衡。但恐移跟蹈棘荊。邪徑躡來多窘步。險途踏去少安行。當騎不必嫌遲重。先長何須貴捷輕。擧趾若投非義地。不如蹲坐養神精。右足戒納餐輸飮口爲門。最是樞機愼出言。情漏桑龜投鼎钁。舌工鸚鵡被籠樊。昏宵說鬼妖芒動。白晝談人怒刃翻。若使搖唇無揀擇。可呑瘖藥塞聲根。右口戒心爲主宰貴虛靈。却怕山茅易塞陘。聲利海中沉欲死。芬華叢裏醉難醒。善端一喪同禽獸。忮念纔萌是𧑞螟。若使縱情無忌憚。可塡丹竅閉神扃。右心戒</text>
<title>諸學徒。於吾初度日。例設小酌。以慰老懷。偶吟一詩以示。</title>,<text>暮年懷抱向誰陳。多少當時逐臭人。楚客庚寅初度日。汾生麗澤共歡辰。同門子弟情相好。異姓天倫誼可親。老物區區期望意。願加工力業須臻。</text>
<title>次晩愚堂韻二首 晩愚堂。吾友李君道而號也。</title>,<text>欲將愚字古賢追。君自謂癡君不癡。夢裡風霜休說苦。壺中日月肯嫌遲。守貞托意幽人事。處晦甘心俗士嗤。知仲叔牙吾尙在。拙辭仍許幷留楣。不鄙愚癡共逐追。乃知君亦是愚癡。常思喫炭喫還早。幾欲移山移自遲。醉語易逢醒客怒。狂吟難免俗人嗤。晩來心事成公案。二字分明揭屋楣。</text>
<title>遊山後。歸宿院齋。</title>,<text>諸天縹渺白雲邊。辛苦攀登一逕穿。萬壑奇觀疑削玉。三春佳節屬藏姻。緣杉直上驚巢鶴。坐石淹留煑杜鵑。歸來共卧淸齋宿。仙山物色夢依然。</text>
<title>家間蒼赤迯▼(月+孕)偶吟</title>,<text>倚伏曾聞北叟言。凡亡終不喪吾存。箕岑樹老瓢猶棄。焦野泥深室亦燔。數口有無何足道。一身生死已能諼。儒家活計詩書在。好把相傳我子孫。焦。先漢人也。室燔露卧野雪泥中。</text>
<title>贈儉巖主人</title>,<text>陰風蕭颯雨霏霏。旅榻凉生客未歸。相對衰翁愁病蟄。共談時事惱荒饑。文章事業前塵在。杯酒交遊昔夢依。堪歎此生難再健。一塲歡笑惜殘暉。</text>
<title>次韓思彦韻二首</title>,<text>跫然屐齒響溪湄。邂逅故人曾不期。喜劇出門驚欲倒。情深對席語還遲。沉淪海國梁鴻恨。搖落秋天宋玉悲。何物老來增感慨。雨餘庭菊十分滋。我昔北來君在西。丁丁伐木路還迷。無緣共得傾深𧣴。幾度相思送赫蹄。湖上不飛傳信鶴。牎前只有伴書雞。今宵喜與聯襟話。同卧寒齋聽汶溪。</text>
<title>明倫堂行小學講。偶吟二律。奉呈府伯李公 裕身。兼示諸講徒。</title>,<text>蒙養莫如小學書。做人㨾子儘非虗。嘉言不出彝倫外。善行皆推孝弟餘。誠意正心工本領。化民成俗事權輿。丁寧聖敎頒行日。勸勉提撕敢忽諸。三載英齋一事無。忽看黌舍講筵鋪。吾王有意回淳化。太守開心勸學徒。蟠海老鰲皆喜抃。隔林幽鳥亦歡呼。一堂絃誦洋洋處。訓迪虗名愧拙愚。</text>
<title>昔在壬辰。與崔雲程，南舜會，南成仲及學徒數人。同棲佛國寺。留十數日論文。不幸三君子奄忽先逝。每至舊遊處。輒有黃壚之感。今年十月。送南正字葬。歸路入宿佛國寺。寺亦殘弊。幾至空虗。不勝感舊之懷。口占一律。示同行諸人。</title>,<text>佛國重來舊遊。居然三十六春秋。當旹携手人何處。今日傷心月滿樓。塔廟猶存愁寂寂。滄桑倐變恨悠悠。此身正似遼陽鶴。獨上雲橋搔白頭。</text>
<title>送徐生孝擧 後改名孝鳳。梁山人。 還鄕</title>,<text>明師只在吾心上。負笈何勞訪遠居。臨事不忘勤謹字。着工宜讀聖贒書。惇行孝弟爲根本。組綴文辭是緖餘。他日重來當刮目。莫須悠泛送居諸。</text>
<title>走步金學長惟一韻二首 來書奬以蘓湖之學。故首聯及之耳。</title>,<text>觀海不容數澗溪。蘇湖賢學敢思齊。虛名訓長慙非分。謬奬愚慵欠着題。皮膜從來猶未透。頭顱入處詎能提。千秋晦老遺編在。把作羣蒙刮眼箆。萬山寒盡水生溪。春入靈筇翠欲齊。新藻忽如顔宛對。故人應自手勞題。殷勤厚意長牋滿。勸勉良䂓小學提。愧殺此翁無學力。發蒙那得用金箆。</text>
<title>行路難。贈栗里翁。</title>,<text>九折羊腸路險傾。蹣跚老脚苦難行。慚無懿範追先輩。悔把踈襟托後生。翻覆揔隨雲雨態。堅深誰似漆膠情。不忘鷄黍故人約。惟有當時范巨卿。</text>
<title>看杜律。有狂夫吟。感而次其韻。杜律末句曰欲塡壑溝惟疎放。自笑狂夫老更狂云。故末句仍用其語。</title>,<text>多病杜門卧草堂。得詩呼筆寫淋浪。遣懷空對梅花瘦。沃渴難謀竹葉香。雨漏敝氊無半燥。風穿敗壁有餘凉。復因踈放招人口。自笑狂夫老更狂。</text>
<title>觀物有感</title>,<text>窮巷索居閱歲華。坐看時物揔堪嗟。棘偸春澤生新刺。梅被風欺剝晩花。衝雨獨歸愁野鶴。趁暮羣噪劇林鴉。倦來欲向前溪去。更怕溪邊有蜮沙。</text>
<title>岳院官行都講。席上口占。</title>,<text>太守親臨設講茵。乾坤淑氣正氳氤。春回南國生新草。雨過西山洗舊塵。揖讓冠童趍濟濟。提撕凾丈語諄諄。含恩頌德皆歡喜。儒化成都卽此辰。</text>
<title>樵得榾柮一塊。投爐中供火。先是小蟻穿柮作穴。羣處其中。及柮被火爇。羣蟻出屯柮上。將盡燒死。余憐而救出之。然死者亦多。感而有作。</title>,<text>枯木朽根入地蟠。穴藏羣蟻作槐安。斲來山下隨樵斧。投去爐中代爇檀。素樸漸看爲燬燼。玄駒難免盡燒殘。特憐無罪移生地。且向新居卜宅完。</text>
<title>趁晴散步。仍至栗洞孫友家吟贈。</title>,<text>偶逢晴景暫逍遙。乘興扶筇渡小橋。林閣殘紅花飫雨。野抽新綠草經燒。田夫引鍤開泉脉。村女携筐擷菜苗。黃烏一聲歸路盡。門前喜見故人邀。</text>
<title>影湖內査葬日天雨。遙想愍傷。遂題一詩。</title>,<text>家居十日彈琴客。遙憶東山負土人。風急暮林無靜樹。草生新壠惜殘春。防丘雨甚憂崩日。巷黨天昏待變辰。苽葛情深空悵望。有喪匍匐愧凡民。彈琴。用子桑事。負土。用許孜事。憂崩。用孔子事。待變。用老聃事。</text>
<title>苦雨</title>,<text>霖雨一旬氣色凄。寂寥門巷斷馬蹄。屋穿愁對床床漏。墍剝驚看點點泥。澗水流深魚自樂。山花落盡鳥空啼。春宵苦永眠難着。獨坐沉吟待曉雞。春日不寒。而以霖雨故。氣色凄然。春宵非永。而以無眠故。苦其永耳。</text>
<title>讀寓菴集有感 寓菴。前府使南公九明之號也。</title>,<text>昔少年學縵操。寓菴門下得薰陶。每憐弱植培根本。幾欲高飛借羽毛。行潦易乾終不進。景星難久已深鞱。只今懿範猶如在。三復遺編淚染袍。</text>
<title>次寓菴集小木枕韻</title>,<text>便甚草堂獨枕之。不關鴦被共眠時。高宜風卧羲皇見。穩適花遊蝴蝶知。當午兀然支腦骨。乘酣洽好放腰肢。更堪藉得新詩句。偏近池塘春草湄。</text>
<title>簡曲江宗人雲卿甫 名弘霖</title>,<text>吾宗落落似晨星。花樹難謀會一庭。烟盡曲江明月照。雨餘鰲峀暮雲停。春來幾惱林中鳥。老去長乾案上螢。同病相憐無限意。爲憑詩句寄丁寧。</text>
<title>勉兒輩</title>,<text>慵拙愼無效若翁。學而旹習弟兄同。五旬強半非年幼。一日閒過誤事功。夜讀不妨朝秉耒。羣遊怍似獨修躬。生兒汝亦爲人父。老去應知汝皮衷。</text>
<title>庭竹生筍。嫌其逼階。向內者輒髡之以充饌。留其邊出者。以補垣墻之缺。戱吟。</title>,<text>曾憐翠影近階栽。更怕兒孫破綠苔。侵界輒髡充饌乏。出邊仍護補垣頹。非緣饞口爲殘忍。豈有仁心獨厚培。只是托根不同地。莫言殃慶各隨才。</text>
<title>與崔行餘。同宿育英齋。</title>,<text>挑燈一夜育英齋。積襞三春久別懷。每歎白頭爲世棄。暫將靑眼向君揩。莫言膠㓒從今始。須識芝蘭自昔偕。末路紛紛皆幻妄。任他何必與撕捱。時鄕人有互相擠援。是非紛紜故云云。</text>
<title>贈西岳洞主 效杜軆。時崔戚兄善裕爲洞主。送人馬見邀。故途中吟成一詩以贈。</title>,<text>昨蒙華旆枉塵棲。今辱情招送駿蹄。忙喚小兒收散帙。促尋前路渡回溪。沾細不愁身帶雨。踏輕何怯馬衝泥。忽見靑山迎我近。更聞幽鳥向人啼。</text>
<title>庭前手植香檀一株。愛其枝葉日漸舒暢。欲驗其長。因以識視。則晝無增加。夜輒滋長。有感於孟子夜氣之說。遂作一詩。</title>,<text>朝晝枯亡夜氣滋。人心樹性理無歧。經宵剩得柔條長。盡日難敎一葉披。可驗淸明存養處。果爲萌蘖發生時。一機消息甚微妙。莫使牛羊從牧之。</text>
<title>檀樹初種不滿尺。今已踰丈。枝葉日滋盛。自歎精力日喪。</title>,<text>觀人觀物感偏饒。一長一消理孔昭。弱植漸抽如引線。衰精日鑠似退潮。每看春色枝頭益。便覺霜毛鬢上凋。待彼庭檀成大木。知吾墓樹幾長條。</text>
<title>竆居排憫</title>,<text>晩來詩律漸趍工。詩到工時命益窮。興發狂吟門獨掩。病深愁卧壁還空。尙遲叢菊開秋日。謾遣踈篁動夏風。惟有簷外雙燕子。喃喃似欲慰衰翁。</text>
<title>題官送朔紙 自官各面訓長處。頒送每朔紙筆墨。吾以都訓長亦送之。故用俚語戱題。</title>,<text>剡藤毛穎逐時頒。爲慮窮儒費用艱。講席要供栽手牘。詩筒寧助聳肩山。諸君有事猶堪受。此漢閒居正不關。尙感賢侯興學意。趑趄未敢卽封還。</text>
<title>次李友聖輝黔溪幽居韻</title>,<text>靑山影裏一茅廬。天放閒人此卜居。野老與談農圃事。兒孫任讀聖贒書。芒鞋竹杖行無礙。秋月春花興有餘。早晩東臯隨北渚。雲林一半肯分余。</text>
<title>靑士 竹號</title>,<text>此君風味絶塵腥。席上奇珍有典刑。白老推賢曾記壁。子猷托契便忘形。切磋君子心同直。揖讓衿袍色共靑。知爾合登高士傳。菖蒲應自拜於庭。</text>
<title>次韓君思彦韻二首</title>,<text>人間日暮我安歸。生死望山山一涯。偏愛晩風吹菊蘂。更憐新月上梅枝。任眞慵卧惟耽睡。嫌閙閉居不賦詩。只有舊遊緣未盡。蚊江鷗鳥共心期。朝來爽氣愛晴嵐。老去悲秋也不堪。文苑舊遊多蔓草。花溪宿債有孤菴。暮林啼鳥聲猶在。夜月寒牕影自涵。賴有故人知此意。時時對酒做淸談。</text>
