<title>讀書 乙丑</title>,<text>月是太古月。書是太古書。太古明月下。人讀太古書。</text>
<title>[詠東史]其四百六十四</title>,<text>得意妖僧喜主愚。西京王氣勸移都。陰陽家說大花勢。天下可幷虜可俘。妙淸等上言西京林原驛地。是陰陽家所謂大花勢。若立宮闕御之。天下可幷。金國執贄以降。王命創新宮移御。</text>
<title>[詠東史]其四百六十五</title>,<text>西京物色盛繁華。移御新宮意自奢。財殫民怨天應怒。故遣風雷震大花。移御大花闕。駕初發。暴風揚塵。人馬不能前。流星墜地。大如斗。六月震大花闕乾龍殿。</text>
<title>[詠東史]其四百六十六</title>,<text>林完一疏請誅淸。近習交譽獨抗聲。仁宗尙有君人度。不罪其言但不聽。國子司業林完上疏請誅妙淸曰。妙淸挾陰陽怪誕之說。眩惑上下。左右近習。交相薦譽以爲聖人。其奸甚於宋朝林靈素。王不聽。</text>
<title>[詠東史]其四百六十七</title>,<text>賊髡果叛趙匡隨。國據西京號大爲。若非富軾先治黨。不日掃淸未可知。妙淸與西京分司侍郞趙匡等。以西京叛。國號大爲。發兵分道。直趍上京。王命金富軾等討之。富軾先捕妙淸黨與之在上京者鄭知常，金安，白壽翰等斬之。出師擊西京。匡斬妙淸降。尋復叛。富軾攻拔西京城。匡自焚死。執賊魁崔永斬之。西京悉平。</text>
<title>[詠東史]其四百六十八</title>,<text>匡旣斬淸復自焚。一時起滅似蝱蚊。煽妖小物何須責。只恨愚迷季世君。</text>
<title>[詠東史]其四百六十九</title>,<text>富軾文章又武功。史修三國揭吾東。可恨敦中還不肖。諂諛輕薄禍無窮。金富軾修三國史。其子敦中諂媚輕薄。當毅宗淫于遊宴之時。重修觀瀾寺。督發傍民。植松杉築壇。爲御室。餙以金碧。設宴西臺。王與侍臣酣飮盡歡。厚賜敦中。敦中又觸鄭仲夫怒。致文臣殺戮之禍。竟爲仲夫所殺。</text>
<title>[詠東史]其四百七十</title>,<text>毅宗無道不知懲。淫樂驕奢亂日增。襲明仰藥敦中進。申淑左遷懷俊升。鄭襲明久居諫職。有爭臣風。仁宗不豫。謂太子曰治國當用襲明之言。及王立。遊戱無度。襲明知無不言。王甚憚。幸臣金存中譖之。王以存中代其職。襲明揣知王意。仰藥死。金敦中以宮室遊宴進。申淑以淸儉忠正著名。數直諫。嘗與臺諫許勢修等。論削王乳父宦者鄭諴職。忤王意左遷卒。朴懷俊以嬖幸從史媚悅。</text>
<title>[詠東史]其四百七十一</title>,<text>猜疑素性絶天倫。又信讖書忍不仁。欲流其弟先遷母。如此那無禍及身。毅宗性猜疑。素信圖讖。不友諸弟。密諭臺諫劾流弟大寧侯暻於天安府。恐太后救之。先遷太后於普提寺。</text>
<title>[詠東史]其四百七十二</title>,<text>妙淸曾勸大花移。元度今言半月宜。重興殿上風昏黑。客虎擧頭王不知。劉元度奏白州兎山半月岡。若營宮室。七年之內。可呑北虜。王徵發海西丁夫。大營宮闕。日夜催督。旣成。殿名重興。幸新闕受賀。是日天地昏黑。大風拔木。術者私語曰。此道詵所謂庚方客虎擧頭掩來之勢。創闕於此。必有大禍。</text>
<title>[詠東史]其四百七十三</title>,<text>樓臺隨處使人驚。名勝尤稱衆美亭。窮心悉慾超千古。桀紂陳隋是丐傖。毅宗時。土木之役甚煩。如萬壽亭，壽德宮，天寧殿，太平亭，觀瀾亭，養貽亭，萬春亭，靈德亭，壽樂堂，鮮碧齋，玉竽亭，大觀殿，延福亭。橋曰錦花。門曰水德。稍遇佳境。輒構亭臺。淫于遊宴。惟日不足。又構衆美亭於淸靈齋。南麓亭之南澗。貯水成池。上作茅亭。鳧鴈蘆葦。宛如江湖。又龍湖寺南石壁臨水削立數仞。曰虎巖。有延福亭。奇花異木。列植四隅。每泛舟于南池石壁。妓樂滿載。百戱備呈。別令小僮棹歌漁唱。互答於遠浦。沿流上下。侵夜忘返。</text>
<title>[詠東史]其四百七十四</title>,<text>歸法寺中有底忙。獨馳獺嶺快心膓。襲明若在那如此。可喜今無背上芒。毅宗遊幸無常。一日自歸法寺幸玄花寺。馳馬至獺嶺。從臣皆莫及。獨倚院柱曰。鄭襲明若在。吾豈得至此。</text>
<title>[詠東史]其四百七十五</title>,<text>遊幸無常遍院亭。佞臣賀語每盈廷。怪底此時多異瑞。金龜玄鶴老人星。狼星見于南極。按察使朴純嘏以爲老人星。馳奏之。王親醮于內殿。百官稱賀。又幸延福亭。羣臣皆占所見之物爲嘉瑞。蓬艾三莖生。以爲瑞草。內侍黃文莊指水鳥爲玄鶴。作詩讚之。王稱歎和詩。水州民耕田得金一鉈。狀如龜。知州吳錄之取獻。左右呼萬歲曰。天降金龜。聖德之應。羣臣皆賀。</text>
<title>[詠東史]其四百七十六</title>,<text>頰批手搏燭燃鬚。積慊武臣膽力麤。普賢院裏方觴詠。突起行間鄭仲夫。初金敦中以富軾之子。擢科第一。年少氣銳。因除夕儺禮。以燭燃鄭仲夫鬚。仲夫慊之。毅宗幸普賢院。與文士觴詠。將士皆飢困。仲夫等曰。文臣得意醉飽。武臣皆飢困。是可忍乎。遂構凶謀。王命武臣爲手搏戱。大將李紹膺力羸不勝走。韓賴遽前批其頰。王與羣臣撫掌大笑。仲夫與李義方，李高等作亂。凡戴文冠者盡殺之。積屍如山。投之澤中。名其澤曰朝廷沉。又遣兵殺留都文臣。敦中逃匿紺岳山。仲夫購捕殺之。</text>
<title>[詠東史]其四百七十七</title>,<text>文臣醉飽武臣飢。肘腋凶謀鄭李爲。奮臂一呼鋒刃起。文臣殺死武臣馳。</text>
<title>[詠東史]其四百七十八</title>,<text>盡把文冠逞悍心。搢紳慘禍日光陰。數頃澤深寃血碧。嗚呼此是朝廷沉。</text>
<title>[詠東史]其四百七十九</title>,<text>王及儲宮放逐幷。太孫遇害翼陽迎。從古逆臣多廢立。未聞如此極㐫獰。仲夫等放王于巨濟。太子于珍島。殺太孫。迎王弟翼陽公晧立之。</text>
<title>[詠東史]其四百八十</title>,<text>欲誅鄭李甫當奇。其柰小人得意時。兵敗身殲徒益禍。再行大殺更無遺。諫議大夫金甫當起兵討仲夫，義方等廢逆之罪。不克死之。仲夫義方復大殺文官餘存者。</text>
<title>[詠東史]其四百八十一</title>,<text>仲夫爲亂無休時。旣放不饜又弑之。欲復前王還促禍。甫當起義足堪悲。仲夫使將軍李義旼弑前王于慶州。</text>
<title>[詠東史]其四百八十二</title>,<text>學優後仕崔惟淸。霜落千林一葉靑。若非德望孚人久。庚癸何能免被兵。崔惟淸中第。乃曰學優然後仕。久之被薦。至平章事。庚癸之亂。文臣皆被害。諸將素服惟淸德望。戒軍士勿入其第。故獨免於禍。</text>
<title>[詠東史]其四百八十三</title>,<text>義方惡與仲夫均。密斬義方卽鄭筠。自古凶人相殺戮。不知禍亦及渠身。義方凶恣日甚。仲夫慮禍及己。仲夫子筠。密令人斬之。</text>
<title>[詠東史]其四百八十四</title>,<text>可喜將軍慶大升。仲夫雖悍討誅能。恒憤武人行不法。故將正氣示爲懲。將軍慶大升膂力絶人。早有大志。十五蔭補。遷至將軍。常憤武人不法。慨然有復古之志。擧兵誅仲夫及其婿宋有仁。梟首于市。武臣畏憚。不敢縱肆。</text>
<title>[詠東史]其四百八十五</title>,<text>史不直書不若無。况如世輔敢同俱。醫作玉堂眞善喩。此時政事又何誅。明宗以上將軍崔世輔。同修國史。時有人訴重房曰。史官文克謙直書毅宗被弑事。宜令武臣兼之。使不得直書。王重違武臣意。以世輔兼之。時有一醫自稱玉堂人。人問其故。醫以詩答曰。戰將今爲修國史。不妨醫作玉堂人。重房武臣都會之廳。</text>
<title>[詠東史]其四百八十六</title>,<text>儒臣上將不相宜。修史武官又是奇。萬事此時無法紀。克謙世輔獨奚疑。文克謙於史堂。戱世輔曰儒官之爲上將軍。忝自我始。武官之同修國史。亦自公始。克謙以嘗上書諫王。得免於禍。武臣倚以爲重。拜龍虎大將軍。</text>
<title>[詠東史]其四百八十七</title>,<text>義旼弑逆罪當誅。忠獻私嫌以力屠。大殺朝臣仍廢立。較看鄭李果何殊。李義旼凶逆驕恣。其子至榮，至光等。倚父肆橫。民不支堪。崔忠獻以私嫌。與弟忠粹等執義旼父子殺之。因與大將軍李景儒。分捕義旼支黨。人有告景儒與吉仁有異謀。忠献斬景儒於座。吉仁率兵擊忠献。敗入王宮。忠献縱兵入宮。隨遇輒殺。因大殺朝臣七十餘人。與忠粹及其甥朴晉材等。廢王幽于昌樂宮。放太子於江華。立王弟平凉公旼。</text>
<title>[詠東史]其四百八十八</title>,<text>熒惑入微廟震雷。天威非比殿宮灾。廢王放嗣迎王弟。心法相傳鄭與崔。忠献廢立之時。熒惑入太微。震太廟。又設醮告天。大雷電雨雹。暴風拔木毁屋。前此仲夫之時宮闕灾。仲夫恐有變。閉城門不納救火人。殿宇悉燒。</text>
<title>[詠東史]其四百八十九</title>,<text>忠獻行兇共弟兄。竟殘骨肉似屠坑。義方縱被仲夫殺。猶是他人互奪傾。忠献與弟忠粹廢立。又殺忠粹。</text>
<title>[詠東史]其四百九十</title>,<text>兵吏尙書忠獻兼。劒戈自衛積猜嫌。注擬武文王但頷。此時朝野似銜箝。忠献兼吏兵部尙書。出入禁中。以兵自衛。在私第注擬文武官以進。神宗頷之而已。</text>
<title>[詠東史]其四百九十一</title>,<text>崔讜未衰謝鷺班。雙明耆會地仙閒。見幾最是韓惟漢。携隱妻孥智異山。平章事致仕崔讜。年未衰乞退。扁其齋曰雙明。與弟詵及張自牧，李俊昌，白光臣，高瑩中，李世長，玄德秀，趙通等。爲耆老會。人謂地上仙。韓惟漢見忠献擅政肆兇曰。難將至矣。携妻子隱於智異山。</text>
<title>[詠東史]其四百九十二</title>,<text>忠獻氷山世莫知。滿朝汲汲進諛辭。可惜文章李奎報。以詩爲贄好官爲。煕宗賜忠献功臣號開國侯。忠献作茅亭於南山里第傍。蒔雙松。崔頤賦詩。一時文士皆和。李奎報以詩贄忠献。忠献喜。直除右正言知制誥。</text>
<title>[詠東史]其四百九十三</title>,<text>欲倚濬明討擅權。淺謀綿力禍徒煽。賊臣廢立何容易。紫燕島中儘可憐。王與內侍王濬明等。謀誅忠献語泄。忠献殺宰相及中官預謀者。遂廢王遷于紫燕島。立漢南公貞。貞卽明宗太子。忠献放于江華者也。是爲康宗。</text>
<title>[詠東史]其四百九十四</title>,<text>煕宗命脉在權奸。遷彼喬桐又東還。若欲免他廢弑禍。早宜去子男山。康宗薨。高宗立。忠献遷前王于喬桐五年奉還。又九年。崔瑀復遷于喬桐。子男山在松都城中。術者謂以此山之故。權臣世出云。</text>
<title>[詠東史]其四百九十五</title>,<text>趙冲就礪破丹兵。忠獻忌功賞不行。從古權臣中用事。將難爲國敵難幷。元帥趙冲，兵馬使金就礪。與蒙古哈眞合兵。大破丹兵凱還。忠献忌功。停迎迓禮。有功者無賞。將士皆怨。</text>
<title>[詠東史]其四百九十六</title>,<text>今古暴凶鮮令終。阿瞞死牖獻相同。昏弱失刑無足怪。上天何故太夢夢。高宗時忠献死。</text>
<title>[詠東史]其四百九十七</title>,<text>崔家四世自專權。世濟其凶轉甚焉。私第政房猶不足。喬桐復脅舊君遷。忠献子瑀。瑀子沆。沆子竩。四世執國命。瑀置政房於私房。王拱手而已。有人告瑀曰。將軍盧之正。將奉立前王。謀害崔氏。瑀遂遷前王于喬桐。殺之正。前王煕宗也。</text>
<title>[詠東史]其四百九十八</title>,<text>奉表如蒙蒙曰嘉。脅遷何事入江華。莫言爲避蒙兵患。已置蒙官達魯花。蒙古來侵。瑀遣使奉表結和。又脅王遷都江華。以避蒙古患。時蒙古置達魯花赤七十二人於京府州縣。聽斷政事。</text>
<title>[詠東史]其四百九十九</title>,<text>崔沆享王禮貌捐。在家遙謝侍中遷。莫言殘暴甚於瑀。生長驕奢勢自然。高宗三十六年瑀死。內外都房。皆歸其子沆家。後沆享王。臣下之享王。自沆始。後世以爲常。以至上下褻狎。等威無章。王以沆爲門下侍中。判吏部御史臺事。在家遙謝。史稱瑀死。其賤妾子沆代爲相。猜暴兇殘甚於瑀。</text>
<title>[詠東史]其五百</title>,<text>李峴貪婪被誅初。衆民蹴口憤爭攄。頗怪當時表獨號。如今盡是銀尙書。李峴性貪婪。虐民受賂。人號銀尙書。及使蒙古。導也窟兵。誘降諸城。所掠婦女財寶。盡爲己有。及誅。民皆蹴其口曰。喫盡幾人銀帛耶。</text>
<title>[詠東史]其五百一</title>,<text>崔竩位高地則卑。家奴亦得濫官資。莫諱書中妓隷字。諱時便惹世人嗤。沆死。以其子竩爲樞密副使。以家奴李公柱爲郞將。自此奴隷亦拜官。沆本娼妓所生。竩亦婢妾子也。時人讀簿書。至娼妓賤隷字。皆諱之。</text>
<title>[詠東史]其五百二</title>,<text>仁俊悍奴璥亂民。心非爲國只謀身。時人莫快誅崔竩。誅賊人皆作賊人。金仁俊。忠献之奴也。瑀，沆皆寵信之。柳璥亦爲沆所厚。竩秉政。皆踈之。二人不平。相與密謀。仁俊曰如此大事。不可無主者。可推大臣有威望者以領衆。卽召樞密使崔昷。圍竩家。收竩及其黨盡誅之。籍其家。復政于王。竩自忠献四世執國命。竩年少暗弱。所與腹心者。皆黷貨無厭。大失人心。及誅人皆快之。</text>
<title>[詠東史]其五百三</title>,<text>燃燈大會酒淋灕。拍手羣臣踊躍隨。權貴內訌蒙外逼。問王何事樂如斯。燃燈會宴羣臣。王再擧手示羣臣曰。凡赴宴者拍手以助余樂。酒闌王樂甚。羣臣拍手踊躍。汗流被體。至暮乃罷。</text>
<title>[詠東史]其五百四</title>,<text>詣降蒙使渡江迎。世子入朝又表誠。如何壓境兵無撤。反撤江都一片城。高宗四十年。蒙兵大至。元帥也窟連陷諸州。責云國王出江外迎吾使則兵可退也。王渡江出迎。遣世子倎奉表如蒙古。蒙古太子曰汝國王出陸乃罷兵。仍令毁江都城。督役甚急。城廊摧折。聲如疾雷。街童巷婦皆爲之悲泣。</text>
